TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS;LIQUIDEZ MEDIA DIARIA;VPA;LPA;PEG Ratio;VALOR DE MERCADO
BRML3;8,26;;12,72;0,60;0,38;89,11;67,22;34,91;6,61;8,19;1,59;0,14;4,44;-332,15;-0,41;0,99;4,70;3,01;6,57;0,64;0,35;0,09;2,70;;;13,82;0,65;-15,71;6.841.542.281,84
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-29,10;0,72;0,28;0,06;-7,12;;2.066.991,77;2.447,95;-233,75;0,01;60.919.545,44
BRQB3;0,00;;0,00;0,00;0,00;36,57;16,79;10,76;0,00;-0,85;-0,85;-0,48;0,00;0,00;0,00;2,53;36,62;20,08;33,56;0,55;0,44;1,87;19,62;108,83;;1,56;0,57;0,00;0,00
BRSR3;14,17;3,88;6,18;0,60;0,05;33,16;7,22;6,38;5,46;5,50;;;0,39;1,02;-0,05;4,22;9,69;0,76;;0,08;0,92;0,12;6,91;-3,06;134.786,53;23,66;2,29;0,42;5.840.028.459,01
BRSR5;18,40;3,08;8,03;0,78;0,06;33,16;7,22;6,38;7,09;5,50;;;0,51;1,33;-0,06;4,22;9,69;0,76;;0,08;0,92;0,12;6,91;-3,06;2.306,75;23,66;2,29;0,54;5.840.028.459,01
BRSR6;14,39;3,83;6,28;0,61;0,05;33,16;7,22;6,38;5,55;5,50;;;0,40;1,04;-0,05;4,22;9,69;0,76;;0,08;0,92;0,12;6,91;-3,06;19.835.933,91;23,66;2,29;0,42;5.840.028.459,01
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;11,24;0,40;12,27;1,65;0,09;30,10;4,30;5,31;15,16;15,13;;;0,65;-0,35;-0,10;0,28;13,48;0,70;;0,05;0,95;0,13;20,22;5,52;11.004,81;6,80;0,92;0,83;4.074.010.660,00
BSLI4;11,16;0,44;12,18;1,64;0,09;30,10;4,30;5,31;15,05;15,13;;;0,65;-0,34;-0,10;0,28;13,48;0,70;;0,05;0,95;0,13;20,22;5,52;7.820,30;6,80;0,92;0,82;4.074.010.660,00
BTTL4;11.091,73;;5.203,28;1.330,77;1.161,79;13,55;12,07;6,58;2.835,92;1,87;-0,31;-0,15;342,24;2.554,35;-2.237,49;18,54;25,58;22,33;34,50;0,87;0,13;3,39;38,18;;;8,33;2,13;-109,63;127.206.462,08
CALI3;21,02;2,13;5,56;2,43;0,39;25,75;13,41;8,96;3,71;5,53;1,82;1,19;0,50;3,42;-0,54;1,69;43,82;6,98;20,66;0,16;0,84;0,78;65,29;25,04;9.163,80;8,63;3,78;0,03;78.214.810,42
CALI4;50,00;;13,22;5,79;0,92;25,75;13,41;8,96;8,83;5,53;1,82;1,19;1,18;8,14;-1,28;1,69;43,82;6,98;20,66;0,16;0,84;0,78;65,29;25,04;;8,63;3,78;0,07;78.214.810,42
CAMB3;10,52;0,69;5,79;2,03;1,26;47,78;22,12;16,05;4,20;4,45;0,25;0,12;0,93;5,38;-2,43;1,93;35,03;21,68;42,22;0,62;0,38;1,35;11,16;11,41;873.338,21;5,19;1,82;0,26;444.733.841,60
CAMB4;6,25;1,16;3,44;1,21;0,75;47,78;22,12;16,05;2,50;4,45;0,25;0,12;0,55;3,20;-1,45;1,93;35,03;21,68;42,22;0,62;0,38;1,35;11,16;11,41;;5,19;1,82;0,15;444.733.841,60
CAML3;8,93;3,06;6,45;1,04;0,34;20,98;8,22;4,71;3,69;7,18;3,49;0,98;0,30;1,24;-0,76;1,99;16,16;5,26;10,72;0,33;0,67;1,12;16,96;14,10;4.588.075,62;8,57;1,38;0,02;3.125.500.000,00
CASH3;7,72;;-17,27;0,86;0,56;-22,15;-22,16;-11,35;-8,85;-3,34;5,51;-0,54;1,96;1,14;-2,64;2,65;-4,98;-3,24;-10,47;0,65;0,34;0,29;70,01;;17.539.583,15;8,98;-0,45;0,43;671.315.397,16
CASN3;9,61;0,23;164,59;4,97;2,19;43,12;16,91;3,81;37,09;40,91;6,22;0,83;6,27;-31,74;-2,48;0,63;3,02;1,33;6,32;0,44;0,56;0,35;6,67;;;1,93;0,06;-4,36;9.343.450.886,50
CASN4;8,37;0,29;143,35;4,33;1,91;43,12;16,91;3,81;32,31;40,91;6,22;0,83;5,46;-27,64;-2,16;0,63;3,02;1,33;6,32;0,44;0,56;0,35;6,67;;;1,93;0,06;-3,80;9.343.450.886,50
CATA3;103,61;19,05;0,72;0,08;0,04;26,77;6,60;6,77;0,73;3,39;2,66;0,30;0,05;0,12;-0,10;1,93;11,53;5,28;4,25;0,46;0,54;0,78;12,66;;;1.257,08;144,89;-0,02;14.940.354,78
CATA4;0,00;;0,00;0,00;0,00;26,77;6,60;6,77;0,00;3,39;2,66;0,30;0,00;0,00;0,00;1,93;11,53;5,28;4,25;0,46;0,54;0,78;12,66;;;1.257,08;144,89;0,00;14.940.354,78
CBAV3;4,11;8,41;-2,13;0,56;0,20;-12,43;-12,73;-11,59;-1,94;-4,21;-2,28;0,66;0,25;0,98;-0,31;2,26;-26,28;-9,32;-18,02;0,35;0,63;0,80;;;15.394.669,47;7,35;-1,93;0,01;2.675.908.784,67
CBEE3;12,00;;-16,57;0,57;0,17;17,00;10,48;-2,39;3,78;10,25;6,47;0,97;0,40;-0,79;-0,21;0,46;-3,43;-1,04;7,07;0,30;0,70;0,44;7,69;;1.200,00;21,13;-0,72;0,03;3.048.417.672,00
CCRO3;14,33;1,35;30,99;2,28;0,55;42,94;30,38;5,64;5,75;10,25;4,50;1,79;1,75;22,42;-0,70;1,13;7,37;1,77;9,69;0,24;0,75;0,31;12,68;-12,27;106.867.191,76;6,28;0,46;-0,40;28.946.600.000,00
CCXC3;1,16;;-0,18;-0,03;2,38;;;;-2,43;-2,39;0,04;;;-0,03;;0,01;-14,81;-1.353,02;1,07;-91,35;92,46;0,00;;;;-44,46;-6,59;0,00;1.973.425,64
CEAB3;9,93;;65,83;1,08;0,35;51,91;6,10;0,73;7,87;9,42;1,55;0,21;0,48;1,97;-0,67;1,59;1,64;0,53;8,09;0,32;0,68;0,73;4,19;-13,65;36.003.096,56;9,22;0,15;-0,36;3.060.873.525,24
CEBR3;19,27;13,76;7,13;1,33;0,95;42,78;84,57;67,30;5,67;3,05;-2,76;-0,65;4,80;2,16;-2,00;6,09;18,63;13,32;12,90;0,71;0,11;0,20;-34,71;8,36;108.821,65;14,50;2,70;-24,14;1.422.286.645,05
CEBR5;18,70;14,18;6,92;1,29;0,92;42,78;84,57;67,30;5,51;3,05;-2,76;-0,65;4,66;2,10;-1,94;6,09;18,63;13,32;12,90;0,71;0,11;0,20;-34,71;8,36;157.432,35;14,50;2,70;-23,43;1.422.286.645,05
CEBR6;20,19;14,45;7,47;1,39;1,00;42,78;84,57;67,30;5,95;3,05;-2,76;-0,65;5,03;2,26;-2,10;6,09;18,63;13,32;12,90;0,71;0,11;0,20;-34,71;8,36;166.070,21;14,50;2,70;-25,30;1.422.286.645,05
CEDO3;32,50;;5,08;1,76;0,39;28,22;15,02;5,48;1,85;3,00;1,21;1,15;0,28;5,49;-0,84;1,15;34,57;7,62;35,72;0,22;0,78;1,39;14,09;-5,00;69.332,92;18,52;6,40;-0,01;314.224.831,04
CEDO4;29,99;;4,69;1,62;0,36;28,22;15,02;5,48;1,71;3,00;1,21;1,15;0,26;5,06;-0,78;1,15;34,57;7,62;35,72;0,22;0,78;1,39;14,09;-5,00;48.224,13;18,52;6,40;-0,01;314.224.831,04
CEEB3;40,00;10,32;7,37;1,77;0,38;28,66;22,40;9,86;3,24;7,99;4,04;2,20;0,73;-6,34;-0,49;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;42.956,74;22,61;5,43;-0,29;12.760.680.005,04
CEEB5;36,86;2,19;6,79;1,63;0,35;28,66;22,40;9,86;2,99;7,99;4,04;2,20;0,67;-5,84;-0,45;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;3.686,00;22,61;5,43;-0,27;12.760.680.005,04
CEEB6;60,68;1,47;11,18;2,68;0,57;28,66;22,40;9,86;4,92;7,99;4,04;2,20;1,10;-9,62;-0,74;0,79;24,00;5,12;14,62;0,21;0,79;0,52;11,42;51,69;;22,61;5,43;-0,45;12.760.680.005,04
CEED3;22,90;;-3,97;-0,53;0,21;19,39;8,58;-8,03;3,72;10,34;6,62;;0,32;-5,55;-0,34;0,91;-13,27;-5,29;37,73;-0,40;1,40;0,66;7,74;;2.359,00;-43,45;-5,76;0,02;1.562.890.284,40
CEED4;22,00;;-3,82;-0,51;0,20;19,39;8,58;-8,03;3,57;10,34;6,62;;0,31;-5,33;-0,32;0,91;-13,27;-5,29;37,73;-0,40;1,40;0,66;7,74;;3.287,00;-43,45;-5,76;0,02;1.562.890.284,40
CEGR3;68,00;1,11;45,84;12,60;3,93;26,97;16,70;6,55;17,97;18,73;0,75;0,53;3,00;-180,41;-5,40;0,93;27,48;8,57;30,44;0,31;0,69;1,31;9,87;2,60;20.932,00;5,40;1,48;-2,24;17.655.365.776,00
CEPE3;125,26;;194,71;6,27;0,70;18,71;11,07;0,58;10,25;17,49;7,99;4,89;1,13;-39,10;-0,93;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-2,50;8.662.392.210,18
CEPE5;40,12;;62,36;2,01;0,22;18,71;11,07;0,58;3,28;17,49;7,99;4,89;0,36;-12,52;-0,30;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-0,80;8.662.392.210,18
CEPE6;43,00;;66,84;2,15;0,24;18,71;11,07;0,58;3,52;17,49;7,99;4,89;0,39;-13,42;-0,32;0,93;3,22;0,36;9,82;0,11;0,89;0,62;8,38;-3,17;;19,97;0,64;-0,86;8.662.392.210,18
CESP3;25,55;;4,45;1,03;0,56;37,46;64,14;117,96;8,18;7,45;-0,67;-0,08;5,25;8,08;-0,71;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CESP5;25,00;;4,35;1,01;0,55;37,46;64,14;117,96;8,00;7,45;-0,67;-0,08;5,13;7,90;-0,70;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CESP6;25,25;;4,40;1,02;0,55;37,46;64,14;117,96;8,08;7,45;-0,67;-0,08;5,18;7,98;-0,71;1,46;23,20;12,53;0,67;0,54;0,46;0,11;8,84;;;24,76;5,74;0,00;8.302.192.833,55
CGAS3;101,99;3,02;38,42;30,42;0,96;22,25;18,15;2,21;4,68;6,53;1,86;12,07;0,85;54,83;-1,57;1,05;79,18;2,51;17,62;0,03;0,97;1,14;25,75;-11,28;30.780,54;3,35;2,65;-0,48;13.515.774.668,13
CGAS5;114,50;2,96;43,13;34,15;1,08;22,25;18,15;2,21;5,25;6,53;1,86;12,07;0,95;61,56;-1,76;1,05;79,18;2,51;17,62;0,03;0,97;1,14;25,75;-11,28;177.215,00;3,35;2,65;-0,54;13.515.774.668,13
CGRA3;26,75;10,10;6,26;0,61;0,44;53,77;6,83;12,81;11,73;9,02;-3,05;-0,16;0,80;1,65;-0,78;2,66;9,80;7,10;3,78;0,72;0,28;0,55;9,76;6,93;65.403,97;43,61;4,27;-0,24;553.053.016,65
CGRA4;28,10;9,62;6,57;0,64;0,47;53,77;6,83;12,81;12,32;9,02;-3,05;-0,16;0,84;1,74;-0,82;2,66;9,80;7,10;3,78;0,72;0,28;0,55;9,76;6,93;141.955,62;43,61;4,27;-0,25;553.053.016,65
CIEL3;5,19;8,39;7,29;1,18;0,15;46,49;32,18;18,27;4,14;5,77;1,63;0,46;1,33;1,14;-1,26;1,17;16,16;2,00;12,10;0,12;0,85;0,11;-1,62;-13,77;166.361.210,82;4,41;0,71;0,20;14.100.270.166,59
CLSA3;4,33;;-29,02;1,14;0,91;34,44;-16,03;-5,38;-9,74;-5,27;4,47;-0,52;1,56;1,91;-2,64;3,59;-3,92;-3,12;-12,16;0,80;0,20;0,58;;;3.934.348,29;3,81;-0,15;0,43;813.719.839,80
CLSC3;63,03;2,67;4,25;0,76;0,21;15,15;9,04;5,50;2,59;4,59;1,90;0,56;0,23;-3,36;-0,30;0,83;17,93;4,93;13,59;0,27;0,73;0,90;7,34;53,76;13.752,88;82,64;14,82;0,06;2.533.715.201,03
CLSC4;67,48;2,74;4,55;0,82;0,22;15,15;9,04;5,50;2,77;4,59;1,90;0,56;0,25;-3,60;-0,32;0,83;17,93;4,93;13,59;0,27;0,73;0,90;7,34;53,76;159.929,59;82,64;14,82;0,06;2.533.715.201,03
CMIG3;13,38;7,40;4,41;1,21;0,52;24,73;21,11;18,52;3,87;4,62;1,04;0,32;0,82;9,19;-0,70;1,30;27,35;11,90;17,70;0,43;0,56;0,64;9,68;46,18;5.145.925,62;11,10;3,04;15,09;27.285.365.670,72
CMIG4;11,90;8,32;3,92;1,07;0,47;24,73;21,11;18,52;3,44;4,62;1,04;0,32;0,73;8,18;-0,62;1,30;27,35;11,90;17,70;0,43;0,56;0,64;9,68;46,18;139.148.959,35;11,10;3,04;13,42;27.285.365.670,72
CMIN3;5,71;12,22;10,17;2,74;1,06;46,73;30,79;17,76;5,87;5,46;-0,41;-0,19;1,81;3,51;-1,94;2,96;26,92;10,40;22,14;0,39;0,61;0,59;19,26;28,57;43.395.761,09;2,09;0,56;0,95;31.321.284.764,98
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,23;0,23;-0,96;;0,00;0,00;111,51;-421,62;-418,01;-415,76;0,99;0,01;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,23;0,23;-0,96;;0,00;0,00;111,51;-421,62;-418,01;-415,76;0,99;0,01;0,00;;;;0,00;0,00;0,00;0,00
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86
COCE3;50,99;0,60;7,24;0,94;0,30;17,53;14,52;6,27;3,12;6,69;4,31;1,29;0,45;-2,30;-0,39;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;6.024,75;54,49;7,05;1,39;3.022.007.837,17
COCE5;36,59;0,84;5,19;0,67;0,22;17,53;14,52;6,27;2,24;6,69;4,31;1,29;0,33;-1,65;-0,28;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;835.052,32;54,49;7,05;1,00;3.022.007.837,17
COCE6;19,17;1,61;2,72;0,35;0,11;17,53;14,52;6,27;1,17;6,69;4,31;1,29;0,17;-0,87;-0,15;0,64;12,93;4,18;10,92;0,32;0,68;0,67;13,27;4,72;;54,49;7,05;0,52;3.022.007.837,17
COGN3;2,68;;-16,82;0,42;0,20;64,83;9,61;-5,26;9,21;20,33;11,13;0,50;0,89;6,49;-0,24;1,21;-2,47;-1,19;2,42;0,48;0,48;0,23;-1,73;;92.253.176,56;6,44;-0,16;-1,13;5.029.304.642,80
CORR3;2,71;2.762,62;0,01;0,01;0,00;100,00;2.689,16;2.211,14;0,01;-1,20;-1,35;-2,58;0,19;0,01;-0,02;4,25;157,36;45,49;138,37;0,29;0,71;0,02;-16,36;;;201,49;317,06;0,00;1.278.894,65
CORR4;82,00;91,30;0,26;0,41;0,12;100,00;2.689,16;2.211,14;0,21;-1,20;-1,35;-2,58;5,72;0,20;-0,48;4,25;157,36;45,49;138,37;0,29;0,71;0,02;-16,36;;;201,49;317,06;0,00;1.278.894,65
CPFE3;34,17;8,44;7,34;2,17;0,53;33,17;28,29;13,44;3,48;5,20;1,72;1,07;0,99;-12,84;-0,69;0,85;29,54;7,28;19,86;0,25;0,74;0,54;8,03;35,39;75.732.168,68;15,77;4,66;1,19;39.372.534.214,80
CPLE11;50,12;3,28;14,94;1,29;0,54;21,02;13,52;9,07;10,03;13,24;3,21;0,41;1,36;6,92;-0,71;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;12.760.068,47;38,98;3,35;0,12;29.899.693.364,18
CPLE3;9,01;3,37;13,43;1,16;0,48;21,02;13,52;9,07;9,01;13,24;3,21;0,41;1,22;6,22;-0,63;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;46.007.661,32;7,80;0,67;0,11;29.899.693.364,18
CPLE5;20,05;2,08;29,89;2,57;1,07;21,02;13,52;9,07;20,05;13,24;3,21;0,41;2,71;13,85;-1,41;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;8.899,75;7,80;0,67;0,23;29.899.693.364,18
CPLE6;9,94;3,36;14,82;1,28;0,53;21,02;13,52;9,07;9,94;13,24;3,21;0,41;1,34;6,87;-0,70;1,48;8,61;3,59;7,22;0,42;0,58;0,40;9,35;14,12;133.046.267,35;7,80;0,67;0,12;29.899.693.364,18
CPRE3;18,23;;8,36;1,81;0,89;54,95;40,56;44,52;9,18;8,84;-0,34;-0,07;3,72;-4,97;-1,09;0,50;21,64;10,67;13,12;0,49;0,50;0,24;12,91;157,26;;10,07;2,18;6,11;10.824.655.047,92
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00
CRFB3;13,37;1,11;36,70;1,43;0,32;19,28;4,13;0,70;6,19;9,89;3,69;0,85;0,26;-7,23;-0,58;0,91;3,88;0,88;9,16;0,23;0,76;1,26;15,40;-13,64;89.562.242,38;9,38;0,36;-0,52;28.187.896.275,07
CRIV3;6,97;;25,91;0,67;0,05;23,64;0,82;1,29;40,94;40,30;;;0,33;0,10;-0,10;86,37;2,60;0,19;;0,07;0,92;0,15;18,33;-15,68;51.084,21;10,35;0,27;-0,12;706.458.043,57
CRIV4;6,72;;24,98;0,65;0,05;23,64;0,82;1,29;39,47;40,30;;;0,32;0,10;-0,10;86,37;2,60;0,19;;0,07;0,92;0,15;18,33;-15,68;274.156,09;10,35;0,27;-0,11;706.458.043,57
CRPG3;36,00;14,58;15,70;1,51;1,12;7,03;3,33;11,13;52,48;46,10;-4,76;-0,14;1,75;2,05;-3,56;4,80;9,60;7,10;0,75;0,74;0,26;0,64;7,16;-3,38;7.497,00;23,88;2,29;-0,42;1.012.612.298,70
CRPG5;34,30;15,30;14,96;1,44;1,06;7,03;3,33;11,13;50,00;46,10;-4,76;-0,14;1,67;1,95;-3,39;4,80;9,60;7,10;0,75;0,74;0,26;0,64;7,16;-3,38;105.321,97;23,88;2,29;-0,40;1.012.612.298,70
CRPG6;34,99;15,00;15,26;1,47;1,08;7,03;3,33;11,13;51,01;46,10;-4,76;-0,14;1,70;1,99;-3,46;4,80;9,60;7,10;0,75;0,74;0,26;0,64;7,16;-3,38;37.996,15;23,88;2,29;-0,41;1.012.612.298,70
CSAB3;30,50;1,97;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;3.075,00;27,56;2,46;-0,02;305.164.800,00
CSAB4;48,97;1,35;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;60.668,75;27,56;2,46;-0,03;305.164.800,00
CSAN3;16,77;2,56;-68,02;1,70;0,23;26,67;30,14;-1,14;2,57;6,42;3,85;2,55;0,77;2,92;-0,29;1,62;-2,50;-0,34;10,29;0,13;0,65;0,29;38,95;;130.529.212,59;9,86;-0,25;0,53;31.428.169.529,64
CSED3;4,73;1,45;22,10;1,20;0,36;46,83;17,37;3,51;4,47;4,89;0,41;0,11;0,78;15,00;-0,47;1,12;5,42;1,65;16,50;0,30;0,70;0,47;15,05;-2,13;2.192.258,09;3,95;0,21;0,34;1.724.286.270,96
CSMG3;20,62;14,03;6,07;0,99;0,56;40,21;23,61;18,47;4,75;6,77;2,03;0,42;1,12;7,84;-0,69;1,58;16,38;9,22;10,82;0,56;0,44;0,50;7,38;18,19;36.077.876,65;20,75;3,40;0,06;7.840.818.282,78
CSNA3;16,26;12,05;-24,49;1,21;0,24;25,98;10,23;-1,98;4,73;10,68;5,95;1,53;0,48;1,96;-0,38;1,53;-4,96;-1,00;7,11;0,20;0,77;0,50;19,08;;131.960.079,47;13,39;-0,66;0,18;21.562.287.578,22
CSRN3;24,56;3,91;7,08;2,89;0,72;31,55;26,27;16,02;4,32;6,86;2,59;1,73;1,13;-125,09;-0,96;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;15.384,89;8,51;3,47;1,81;4.076.155.585,53
CSRN5;23,21;4,55;6,69;2,73;0,68;31,55;26,27;16,02;4,08;6,86;2,59;1,73;1,07;-118,21;-0,91;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;9.878,00;8,51;3,47;1,71;4.076.155.585,53
CSRN6;25,00;4,23;7,21;2,94;0,73;31,55;26,27;16,02;4,40;6,86;2,59;1,73;1,15;-127,33;-0,97;0,98;40,77;10,10;18,81;0,25;0,75;0,63;10,30;25,36;5.685,00;8,51;3,47;1,84;4.076.155.585,53
CSUD3;20,40;4,93;9,87;2,07;1,40;39,20;21,27;16,20;7,52;7,47;-0,05;-0,01;1,60;21,87;-1,95;1,29;20,92;14,16;17,83;0,68;0,32;0,87;1,99;13,82;1.243.772,88;9,87;2,07;0,37;852.720.000,00
CTCA3;0,00;;0,00;0,00;0,00;57,29;23,31;29,83;0,00;-4,02;-4,02;-0,39;0,00;0,00;0,00;4,66;12,50;10,96;5,58;0,88;0,12;0,37;20,53;49,76;;2,69;0,34;0,00;0,00
CTKA3;17,30;;2,80;-0,86;0,17;40,51;10,29;6,12;1,66;8,77;7,05;;0,17;0,59;-0,55;1,75;-30,92;6,18;15,47;-0,20;1,20;1,01;14,61;;3.962,90;-20,01;6,19;-0,01;110.679.958,50
CTKA4;18,30;;2,96;-0,91;0,18;40,51;10,29;6,12;1,76;8,77;7,05;;0,18;0,63;-0,58;1,75;-30,92;6,18;15,47;-0,20;1,20;1,01;14,61;;12.579,06;-20,01;6,19;-0,01;110.679.958,50
CTNM3;8,27;;-0,60;1,05;0,08;14,02;-22,47;-29,57;-0,79;-3,84;-3,41;4,56;0,18;-0,25;-0,11;0,49;-175,93;-12,81;-18,67;0,07;0,86;0,43;-3,61;;8.227,50;7,84;-13,80;0,00;136.465.136,96
CTNM4;1,28;;-0,09;0,16;0,01;14,02;-22,47;-29,57;-0,12;-3,84;-3,41;4,56;0,03;-0,04;-0,02;0,49;-175,93;-12,81;-18,67;0,07;0,86;0,43;-3,61;;99.899,59;7,84;-13,80;0,00;136.465.136,96
CTSA3;3,08;;-1,74;0,37;0,14;-22,39;-15,56;-45,69;-5,11;-15,62;-10,51;0,76;0,80;1,66;-0,20;1,37;-21,36;-7,79;-4,49;0,36;0,64;0,17;-0,42;;11.056,26;8,28;-1,77;-0,04;85.700.325,48
CTSA4;1,68;;-0,95;0,20;0,07;-22,39;-15,56;-45,69;-2,79;-15,62;-10,51;0,76;0,43;0,91;-0,11;1,37;-21,36;-7,79;-4,49;0,36;0,64;0,17;-0,42;;54.818,82;8,28;-1,77;-0,02;85.700.325,48
CTSA8;0,00;;0,00;0,00;0,00;-22,39;-15,56;-45,69;0,00;-15,62;-10,51;0,76;0,00;0,00;0,00;1,37;-21,36;-7,79;-4,49;0,36;0,64;0,17;-0,42;;;8,28;-1,77;0,00;85.700.325,48
CURY3;20,75;2,80;14,66;6,56;1,92;37,81;19,69;15,56;11,59;10,70;-0,89;-0,50;2,28;4,57;-7,26;2,34;44,76;13,12;26,74;0,29;0,66;0,84;22,62;29,64;38.255.342,50;3,16;1,42;0,70;6.056.408.076,00
CVCB3;3,57;;-3,92;4,30;0,47;100,00;-7,43;-37,97;-20,01;-24,17;-4,16;0,90;1,49;-4,54;-1,04;0,84;-109,80;-11,90;-7,90;0,11;0,89;0,31;0,61;;49.005.259,74;0,83;-0,91;4,01;1.876.360.216,29
CXSE3;16,80;6,01;14,28;3,95;3,91;;;;12,85;12,37;-0,48;-0,15;;26,37;-4,64;17,58;27,65;27,40;26,40;0,99;0,01;0,00;;22,12;112.018.135,12;4,25;1,18;0,37;50.400.000.000,00
CYRE3;24,85;3,40;11,01;1,28;0,58;32,09;17,55;15,25;9,57;11,77;2,19;0,29;1,68;1,71;-1,21;2,93;11,59;5,30;6,62;0,46;0,50;0,35;15,15;;110.478.251,09;19,47;2,26;1,08;9.933.608.555,15
DASA3;7,51;;-6,70;0,71;0,21;28,78;7,35;-5,93;5,41;13,98;8,58;1,13;0,40;3,26;-0,30;1,27;-10,61;-3,11;4,96;0,29;0,71;0,52;31,03;;2.551.659,65;10,55;-1,12;-0,05;5.653.526.828,44
DESK3;14,30;0,14;18,51;1,31;0,56;63,04;33,72;9,69;5,32;7,54;2,22;0,55;1,79;-23,51;-0,64;0,84;7,08;3,03;13,70;0,43;0,56;0,31;;;2.404.783,53;10,92;0,77;0,20;1.651.239.876,00
DEXP3;12,60;3,10;7,42;1,72;0,83;20,55;15,24;8,86;4,32;3,86;-0,45;-0,18;0,66;1,86;-2,41;3,17;23,11;11,23;19,07;0,49;0,42;1,27;34,10;14,48;961.060,76;7,34;1,70;0,38;1.181.626.920,45
